query,perfume_id,perfume_name,brand,description
find a sweet fruity perfume,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
perfume with peach and jasmine notes,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
winter date night scent,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
romantic winter evening perfume,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
sweet amber perfume with anis,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
date night fragrance with tobacco,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
warm vanilla and musk perfume,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
shisha-lounge by ricardo-ramos-perfumes-de-autor,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
winter evening perfume with red fruits,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
tobacco and vanilla scent for date night,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
scented with labdanum and tonka bean,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
amber and musk perfume for evening,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
shisha-lounge perfume by ricardo-ramos-perfumes-de-autor with anis,90,shisha-lounge,ricardo-ramos-perfumes-de-autor,"shisha-lounge by ricardo-ramos-perfumes-de-autor. accords: sweet, amber, anis. top notes: anise, red fruits, hazelnut, neroli. middle notes: tobacco, labdanum, oakmoss, patchouli. base notes: amber, madagascar vanilla, tonka bean, musk."
romantic winter perfume,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
smoky vanilla fragrance,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
date night scent with cinnamon,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
boadicea-the-victorious dragon perfume,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
warm spicy perfume notes,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
winter evening perfume with incense,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
vanilla and cashmere musk perfume,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
spicy amber perfume for him,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
perfume with saffron and magnolia,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
best winter evening date night perfume,92,dragon,boadicea-the-victorious,"dragon by boadicea-the-victorious. accords: amber, warm spicy, smoky. top notes: cinnamon, saffron. middle notes: incense, magnolia, amber. base notes: cashmere musk, vanilla."
romantic vanilla perfume,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
vanilla fragrance for winter nights,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
woody vanilla scent,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
dark vanilla perfume notes,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
vanilla and patchouli perfume,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
perfume with vanilla and hay,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
date night vanilla fragrance,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
vanilla and cypress perfume,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
ds-durga perfume review,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
vanilla perfume with pink pepper,93,deep-dark-vanilla,ds-durga,"deep-dark-vanilla by ds-durga. accords: green, vanilla, woody. top notes: cabreuva, orchid, pink pepper. middle notes: cypress, vanilla leaves, vine. base notes: dark patchouli, vanilla absolute, hay."
romantic winter evening scent,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
jo malone red roses cologne 2023,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
floral perfume with red roses,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
elegant winter fragrance,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
lemon and rose winter perfume,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
jo malone date night cologne,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
scented with red roses and honey,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
winter evening perfume with rose,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
jo malone warm vanilla cologne,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
2023 jo malone red roses cologne review,94,red-roses-cologne-2023,jo-malone-london,"red-roses-cologne-2023 by jo-malone-london. accords: rose, floral. top notes: lemon. middle notes: red rose. base notes: honeycomb."
flower-fresh perfume,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
fresh green fragrance,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
ozonic floral scent for evening,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
pink tulip perfume notes,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
watermelon and grass perfume,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
romantic date night fragrance,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
winter evening perfume with cypress,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
peach and mandarin perfume,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
date night flower-fresh perfume,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
green fresh ozonic perfume,96,flower-fresh,faberlic,"flower-fresh by faberlic. accords: green, fresh, ozonic. top notes: grass, watermelon, mandarin orange, peony. middle notes: pink tulip, peach, tomato leaf. base notes: cypress, musk."
romantic perfume for date night,97,d-red-by-diesel,diesel,"d-red-by-diesel by diesel. accords: lavender, citrus, woody. top notes: blood grapefruit. middle notes: lavender. base notes: sandalwood."
winter evening scent with lavender,97,d-red-by-diesel,diesel,"d-red-by-diesel by diesel. accords: lavender, citrus, woody. top notes: blood grapefruit. middle notes: lavender. base notes: sandalwood."
woody and citrusy perfume by diesel,97,d-red-by-diesel,diesel,"d-red-by-diesel by diesel. accords: lavender, citrus, woody. top notes: blood grapefruit. middle notes: lavender. base notes: sandalwood."
